image,person,posture,body,female,male,dominant,center
10_176203.jpg,yes,female standing & female standing,female upper body with legs & female upper body with legs,"stylishly, confidently",not applicable,neither,both
10_176205.jpg,yes,"female, head with hands pose &","female, face only &","glamorous, highlighted facial features",there are no males portrayed.,neither,female
10_176209.jpg,yes,"female, facing forward","female, face only","stylish, confident",not applicable,neither,female
10_176210.jpg,yes,"female, standing or sitting &","female, face only &","elegant, sophisticated",not applicable,neither,female
10_176213.jpg,yes,"female, standing &","female, upper body with legs &",professionally and welcoming,no males portrayed,neither,female
10_176216.jpg,yes,"female, smiling &","female, face only &","positive, attractive, joyful",no males present,neither,female
10_176217.jpg,yes,male standing & female sitting & female sitting & male reaching,male upper body without legs & female upper body without legs & female upper body without legs & male upper body with legs,"relaxing, family interaction","participating, family interaction",neither,female
10_176220.jpg,no,,,,,neither,neither
10_176225.jpg,yes,female & neutral posture,female & upper body without legs,glamorous and natural,no males portrayed,neither,female
10_176226.jpg,yes,male-standing &,male-upper body with legs &,not applicable.,"confident, calm.",neither,male
10_176227.jpg,yes,"female, hand on neck &","female, upper body without legs &","confident, elegant.",no males depicted.,neither,female
10_176228.jpg,no,,,,,neither,neither
10_176229.jpg,yes,"female, standing","female, upper body without legs","confident, stylish",not applicable,neither,female
10_176233.jpg,yes,male sitting & male standing & male standing,male upper body without legs & male upper body without legs & male upper body without legs,no females portrayed,"males portrayed casually, professionally",neither,male
10_176237.jpg,yes,female seated & male standing,female upper body without legs & male body without face,"passive, introspective","assertive, controlling",male,female
10_176239.jpg,yes,male standing & male standing,male upper body with legs & male upper body with legs,no females portrayed,casually and formally portrayed,neither,both
10_176240.jpg,yes,"male, standing &","male, upper body with legs &",no females shown.,"professional, authoritative.",neither,male
10_176241.jpg,yes,female reclining &,female upper body without legs &,portrayed in distress,no males shown,neither,female
10_176242.jpg,yes,"female, posing","female, upper body without legs",stylish and confident,no males present,female,female
10_176243.jpg,yes,"male, standing","male, upper body with legs",no females shown,"neutral, nothing specific indicated",neither,male
10_176251.jpg,yes,"female, standing","female, upper body without legs","thoughtful, possibly worried",no males shown,neither,female
10_176252.jpg,yes,female standing & male standing,female upper body with legs & male upper body with legs,playfully laughing,"confident, composed",neither,both
10_176254.jpg,yes,female standing & female standing,female upper body with legs & female upper body with legs,as attractive and confident,not applicable,neither,female
10_176257.jpg,yes,"female, looking forward","female, face only","confident, polished, sophisticated",no males shown,neither,female
10_176258.jpg,yes,"male, holding burger &","male, upper body with legs &",not applicable,"enthusiastic, hungry",neither,male
10_176260.jpg,yes,"male, standing","male, upper body with legs",not applicable,"confident, direct",neither,male
10_176262.jpg,yes,female sitting & female sitting,female upper body with legs & female upper body with legs,engaged in conversation,no males present,neither,both
10_176264.jpg,yes,"female, standing","female, upper body without legs","positively, confident",not applicable,neither,female
10_176269.jpg,yes,male standing & female running & female running,male upper body without legs & female upper body without legs & female upper body without legs,"actively escaping, panicked","static, facing away",neither,female
10_176270.jpg,yes,"female, standing","female, upper body with legs","confident, graceful",no males shown,neither,female
10_176273.jpg,yes,"female, standing &","female, upper body with legs &",confidently,not applicable,neither,female
10_176274.jpg,no,,,,,neither,neither
10_176278.jpg,yes,"female, face forward","female, face only",demonstrating vulnerability,no males portrayed,neither,female
10_176281.jpg,yes,"male, standing","male, upper body with legs",no females portrayed,"neutral, non-dominant posture",neither,male
10_176284.jpg,yes,female standing & female standing,female upper body with legs & female upper body with legs,"professionally, positively",no males present,neither,female
10_176285.jpg,no,,,,,neither,neither
10_176288.jpg,yes,"female, standing","female, upper body with legs","positively, confidently",no males shown,neither,female
10_176301.jpg,yes,male-standing & male-standing & male-sitting,male-upper body without legs & male-upper body without legs & male-upper body with legs,no females shown,"active, engaged in activities",neither,male
10_176303.jpg,yes,"male, looking away &","male, upper body without legs &",no females portrayed,"professional, safety-oriented",neither,male
10_176306.jpg,yes,male standing & male standing & male standing,male upper body with legs & male upper body with legs & male upper body with legs,no females portrayed,"positively, active, energetic",neither,male
10_176308.jpg,yes,"female, standing with raised arms &","female, upper body without legs &",artistic and graceful,no males shown,neither,female
10_176310.jpg,yes,female standing & female standing & male standing,female upper body with legs & female upper body with legs & male upper body with legs,"enjoying, laughing, sharing.","enjoying, laughing, playful.",neither,both
10_176314.jpg,yes,"female & standing, female & standing",female & upper body without legs & female & face only,"positively, in casual leisure",not applicable; no males shown,neither,female
10_176316.jpg,yes,female standing & female standing & female standing & female standing,female upper body with legs & female upper body with legs & female upper body with legs & female upper body with legs,playful and posed,no males to portray,neither,female
